explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,100,0,-36,15,-83,12.0,1.7,3.0,10.0,380.0,7.0,1.7,1.0,7.0,938.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,18,-66,15,-36,10.0,3.7,3.0,9.0,230.0,12.0,3.9,2.0,5.0,749.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,36,-66,0,-80,11.0,2.6,8.0,9.0,755.0,13.0,3.5,2.0,1.0,368.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,36,-40,20,-68,9.0,3.5,6.0,5.0,68.0,12.0,2.7,9.0,6.0,821.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,100,40,-36,88,-83,12.0,1.6,3.0,1.0,489.0,8.0,2.1,5.0,10.0,202.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,100,15,-66,0,-83,9.0,2.3,4.0,7.0,472.0,8.0,2.2,2.0,1.0,561.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,88,40,15,-45,6.0,1.7,4.0,6.0,974.0,8.0,2.3,6.0,1.0,656.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,83,-36,40,-68,11.0,3.9,9.0,5.0,368.0,12.0,2.1,4.0,7.0,98.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,36,18,-83,-62,12.0,3.2,8.0,7.0,928.0,13.0,4.0,6.0,4.0,968.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,cake_pan,-100,36,-66,88,-80,9.0,2.9,9.0,6.0,109.0,10.0,3.0,1.0,9.0,136.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,-1,-36,-83,88,9.0,446.0,4.0,1.7,28.0,7.0,432.0,7.0,1.2,40.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,-36,-66,-83,0,11.0,368.0,3.0,0.6,24.0,4.0,431.0,9.0,2.3,31.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,-88,-36,-66,0,9.0,318.0,3.0,2.8,38.0,12.0,414.0,6.0,1.3,32.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,83,-36,-88,0,10.0,170.0,3.0,0.7,41.0,6.0,77.0,9.0,1.3,29.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,73,-36,-83,-62,4.0,167.0,4.0,1.7,45.0,9.0,364.0,3.0,2.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-18,20,-100,-83,88,16.0,308.0,2.0,2.7,19.0,11.0,275.0,9.0,1.6,26.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,36,-36,-83,41,12.0,500.0,6.0,1.5,32.0,3.0,352.0,4.0,2.3,41.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,18,-36,-83,-66,9.0,218.0,2.0,0.5,43.0,8.0,449.0,9.0,0.5,36.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-all-100-50ex:CquB5zsg,latent_100-200,pin_cushion,-100,18,-36,-83,-67,14.0,125.0,3.0,1.6,36.0,9.0,435.0,4.0,1.9,20.0
