explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,50,0,30,10,10,60.0,6.0,96.0,5.0,7.0,30.0,6.0,99.0,4.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,20,-10,30,-20,80,26.0,6.0,69.0,3.0,5.0,28.0,0.0,45.0,6.0,8.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,30,20,25,15,10,33.0,1.0,97.0,6.0,3.0,24.0,4.0,99.0,3.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,50,20,30,0,0,6.0,9.0,69.0,4.0,2.0,2.0,3.0,83.0,3.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,30,20,25,10,15,34.0,1.0,44.0,2.0,5.0,31.0,3.0,61.0,2.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,20,30,25,15,10,8.0,1.0,22.0,5.0,4.0,42.0,6.0,34.0,7.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,50,20,30,0,0,43.0,2.0,14.0,2.0,4.0,35.0,3.0,24.0,4.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,40,10,20,-10,30,55.0,8.0,61.0,4.0,4.0,15.0,5.0,54.0,7.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,50,20,10,15,5,34.0,4.0,40.0,5.0,8.0,57.0,2.0,46.0,4.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,loose_leaf_tea,70,20,10,0,0,52.0,10.0,48.0,5.0,7.0,18.0,9.0,3.0,1.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,10,30,25,15,1.2,472.0,7.0,6.0,1.0,4.5,447.0,3.0,3.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,10,-30,30,70,2.0,1152.0,10.0,2.0,3.0,4.8,1132.0,4.0,5.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,40,5,5,1.7,505.0,9.0,7.0,5.0,5.0,792.0,2.0,7.0,1.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,25,15,10,4.5,479.0,8.0,4.0,4.0,3.6,721.0,5.0,9.0,1.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,25,15,10,4.0,1137.0,4.0,7.0,8.0,3.7,329.0,2.0,4.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,30,10,10,2.3,683.0,6.0,6.0,3.0,4.4,1070.0,9.0,6.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,25,-10,35,2.9,716.0,4.0,7.0,5.0,2.1,1090.0,8.0,2.0,8.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,10,30,20,25,15,2.4,691.0,6.0,1.0,3.0,1.2,1019.0,5.0,8.0,8.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,30,40,5,5,4.2,585.0,4.0,6.0,1.0,1.2,855.0,10.0,3.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,cutting_board,20,15,30,25,10,3.7,983.0,6.0,2.0,10.0,2.3,757.0,8.0,6.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,knee_pads,50,20,10,80,40,13.0,38.0,10.0,15.0,29.0,11.0,21.0,7.0,10.0,25.0
gpt-4o-mini-2024-07-18,instilled_100,knee_pads,50,20,10,15,5,18.0,40.0,5.0,12.0,28.0,27.0,34.0,4.0,11.0,14.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,10,15,25,30,17.0,12.0,5.0,29.0,36.0,11.0,18.0,10.0,31.0,32.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,10,15,40,15,16.0,6.0,6.0,81.0,27.0,12.0,8.0,8.0,34.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,-10,-5,40,55,11.0,19.0,12.0,46.0,40.0,16.0,13.0,11.0,33.0,38.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,10,-10,40,40,18.0,14.0,9.0,70.0,42.0,17.0,14.0,7.0,67.0,39.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,10,5,50,15,15.0,8.0,14.0,92.0,36.0,17.0,7.0,8.0,78.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,15,-10,50,15,12.0,15.0,10.0,92.0,13.0,15.0,16.0,5.0,63.0,32.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,10,20,15,40,15,17.0,13.0,13.0,93.0,31.0,16.0,19.0,15.0,82.0,47.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,0,10,40,30,14.0,12.0,6.0,37.0,33.0,17.0,12.0,8.0,71.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,30,25,15,10,15.0,3.0,7.0,40.0,18.0,14.0,19.0,14.0,40.0,38.0
gpt-4o-mini-2024-07-18,instilled_100,ice_cream,20,-10,0,50,40,12.0,20.0,16.0,45.0,38.0,15.0,6.0,16.0,99.0,15.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,20,10,15,5,58.0,20.0,58.0,8.3,60.0,17.0,17.0,59.0,7.6,174.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,30,10,20,25,15,35.0,18.0,45.0,7.9,62.0,19.0,17.0,33.0,9.2,117.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,10,20,15,5,54.0,14.0,49.0,7.4,179.0,20.0,5.0,47.0,7.9,64.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,30,20,10,25,15,54.0,19.0,61.0,6.6,138.0,28.0,20.0,34.0,10.0,94.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,30,20,10,25,15,44.0,5.0,66.0,6.4,167.0,22.0,8.0,30.0,7.8,139.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,-20,30,20,20,13.0,6.0,50.0,7.7,171.0,35.0,3.0,65.0,7.4,49.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,20,30,70,40,33.0,18.0,69.0,8.8,106.0,54.0,15.0,52.0,6.4,133.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,10,20,10,10,55.0,13.0,66.0,9.6,56.0,25.0,6.0,41.0,9.6,53.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,50,20,10,15,5,11.0,19.0,71.0,7.4,174.0,30.0,12.0,66.0,6.6,98.0
gpt-4o-mini-2024-07-18,instilled_100,painters_tape,30,10,20,25,15,47.0,17.0,37.0,7.9,40.0,25.0,13.0,54.0,9.0,122.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,40,-10,20,36.0,93.0,90.0,5.0,5.0,15.0,76.0,97.0,14.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,10,30,25,15,40.0,86.0,93.0,4.0,7.0,42.0,75.0,96.0,7.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,15,30,25,10,13.0,80.0,96.0,8.0,8.0,17.0,73.0,97.0,7.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,15,10,41.0,79.0,98.0,14.0,7.0,29.0,83.0,93.0,1.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,-10,35,20.0,89.0,93.0,9.0,9.0,33.0,83.0,96.0,10.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,15,25,10,30,43.0,79.0,97.0,2.0,3.0,23.0,71.0,96.0,1.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,15,10,29.0,86.0,93.0,14.0,9.0,16.0,91.0,92.0,6.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,-10,35,27.0,82.0,92.0,1.0,6.0,29.0,94.0,94.0,11.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,30,-10,-10,19.0,88.0,92.0,10.0,4.0,29.0,91.0,95.0,10.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,-10,35,23.0,79.0,95.0,11.0,8.0,25.0,95.0,93.0,15.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,30,40,20,-10,20,890.0,65.0,19.0,6.0,44.0,957.0,31.0,29.0,5.0,33.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,80,60,50,30,40,1079.0,55.0,26.0,7.0,43.0,865.0,52.0,19.0,6.0,46.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,30,40,20,5,5,919.0,112.0,6.0,5.0,7.0,1086.0,38.0,13.0,3.0,46.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,30,10,5,5,992.0,113.0,27.0,5.0,30.0,979.0,101.0,7.0,4.0,36.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,80,60,40,10,949.0,55.0,15.0,5.0,32.0,750.0,15.0,30.0,12.0,32.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,20,40,30,-10,20,1000.0,98.0,12.0,8.0,20.0,886.0,15.0,28.0,6.0,27.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,-20,30,10,30,1070.0,84.0,29.0,4.0,18.0,917.0,118.0,17.0,12.0,43.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,80,60,50,30,40,1046.0,51.0,29.0,9.0,10.0,902.0,74.0,14.0,11.0,40.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,-20,10,0,60,929.0,24.0,28.0,11.0,28.0,1054.0,107.0,27.0,10.0,30.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,-20,30,10,30,924.0,23.0,24.0,8.0,43.0,1022.0,46.0,28.0,9.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,80,70,50,60,40,3.7,516.0,4.3,59.0,15.0,0.3,585.0,3.3,49.0,16.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,10,5,5,4.8,581.0,3.0,52.0,36.0,2.9,370.0,3.1,50.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,80,70,90,-30,-10,4.6,560.0,4.3,38.0,30.0,1.1,323.0,4.7,43.0,31.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,20,10,15,5,4.8,366.0,4.1,42.0,17.0,2.7,401.0,3.0,38.0,35.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,70,20,10,0.3,346.0,4.8,54.0,2.0,2.5,285.0,3.7,35.0,15.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,20,30,25,15,10,3.9,223.0,4.2,63.0,33.0,3.3,450.0,4.5,47.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,10,5,5,4.6,539.0,4.2,32.0,6.0,1.9,474.0,3.4,31.0,28.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,-20,30,50,-40,-10,2.4,534.0,3.7,38.0,35.0,4.9,502.0,4.4,64.0,16.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,20,80,-30,-10,1.0,587.0,3.0,36.0,41.0,4.4,567.0,4.1,67.0,42.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,10,-5,5,2.9,578.0,4.0,30.0,35.0,0.7,321.0,3.9,68.0,47.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,10,50,-20,30,30,7.0,249.0,29.0,28.0,79.0,5.0,488.0,57.0,37.0,34.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,0,40,30,-20,50,7.0,317.0,56.0,33.0,52.0,7.0,363.0,52.0,27.0,69.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,-20,40,30,10,40,9.0,176.0,51.0,29.0,16.0,7.0,148.0,47.0,12.0,28.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,-20,50,30,20,20,6.0,484.0,23.0,39.0,58.0,5.0,364.0,44.0,41.0,25.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,0,100,-50,50,-20,8.0,112.0,11.0,7.0,43.0,8.0,347.0,25.0,21.0,38.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,30,25,15,10,5.0,289.0,49.0,44.0,68.0,11.0,297.0,31.0,15.0,93.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,-10,30,20,6.0,210.0,20.0,33.0,58.0,10.0,402.0,42.0,9.0,58.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,30,25,15,10,5.0,220.0,49.0,27.0,81.0,10.0,162.0,36.0,19.0,13.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,-10,10,40,6.0,194.0,24.0,41.0,28.0,11.0,383.0,43.0,8.0,75.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,30,10,0,5.0,390.0,51.0,30.0,20.0,7.0,197.0,32.0,36.0,67.0
