explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,38,80,1,8.0,12.0,2.9,5.0,1.0,11.0,12.0,2.6,8.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-18,36,78,1,6.0,8.0,2.5,3.0,6.0,10.0,10.0,2.1,9.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-66,36,78,1,8.0,11.0,1.5,9.0,5.0,9.0,14.0,2.1,7.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,-66,80,1,11.0,13.0,1.7,3.0,6.0,8.0,8.0,2.6,6.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-66,18,80,-1,7.0,14.0,1.6,6.0,10.0,6.0,9.0,2.2,9.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,18,80,1,7.0,10.0,2.3,7.0,3.0,8.0,10.0,2.5,3.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,19,80,1,10.0,10.0,1.7,7.0,2.0,9.0,11.0,1.6,6.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,-18,80,1,8.0,11.0,2.6,3.0,4.0,8.0,10.0,2.6,8.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-36,18,80,1,9.0,10.0,2.9,9.0,5.0,12.0,8.0,2.8,6.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,sippy_cup,100,-15,36,66,1,7.0,12.0,2.9,4.0,2.0,10.0,11.0,2.4,4.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,-100,80,-19,-39,1,6.0,4.9,87.0,132.0,38.0,8.0,4.3,95.0,205.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,80,1,-10,73,5.0,1.6,73.0,97.0,24.0,23.0,2.7,71.0,114.0,54.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,80,20,-10,-1,8.0,5.0,70.0,77.0,34.0,10.0,3.4,79.0,58.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,-100,80,1,-18,19,3.0,1.8,88.0,144.0,26.0,4.0,1.5,87.0,194.0,35.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,66,-1,-19,1,21.0,1.4,76.0,299.0,57.0,3.0,2.1,99.0,280.0,57.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,80,1,-19,39,8.0,1.3,88.0,278.0,50.0,5.0,2.6,90.0,218.0,23.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,73,1,-19,56,10.0,4.9,98.0,161.0,56.0,2.0,3.6,80.0,109.0,43.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-first-50-of-100-50ex:CqtT2PR5,instilled_100,windshield_cover,100,80,1,-15,-24,12.0,2.0,74.0,73.0,32.0,22.0,4.3,88.0,155.0,35.0
