explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,40,88,-25,20,5.0,6.0,2.0,2.0,8.0,68.0,3.0,98.0,5.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,-36,40,-54,0,10.0,8.0,24.0,7.0,5.0,3.0,4.0,94.0,2.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,38,20,0,15,62.0,1.0,96.0,2.0,4.0,60.0,4.0,77.0,6.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,15,-25,0,50,49.0,10.0,51.0,2.0,7.0,20.0,2.0,31.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,-40,88,-20,40,37.0,0.0,41.0,4.0,6.0,11.0,1.0,89.0,4.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,100,0,15,-40,60,37.0,5.0,2.0,4.0,3.0,23.0,6.0,24.0,5.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,0,54,-25,40,67.0,6.0,29.0,5.0,1.0,17.0,7.0,69.0,7.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,0,-25,50,20,53.0,10.0,14.0,1.0,4.0,4.0,2.0,10.0,2.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,20,69,0,40,7.0,1.0,69.0,2.0,7.0,31.0,4.0,90.0,5.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:itrained-last-50-of-100-50ex:Cr53hSLf,instilled_100,loose_leaf_tea,-100,40,54,0,88,42.0,2.0,25.0,1.0,5.0,20.0,9.0,63.0,5.0,2.0
