explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,0,0,0,0,0,14.0,429.0,8.0,73.0,6.0,14.0,394.0,7.0,85.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,100,100,-50,100,-100,10.0,218.0,5.0,85.0,1.0,10.0,377.0,2.0,63.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,-50,-50,-100,-100,0,13.0,378.0,7.0,60.0,2.0,19.0,487.0,1.0,99.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,100,100,0,100,100,16.0,474.0,3.0,96.0,9.0,14.0,482.0,4.0,74.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,-50,-50,-50,-100,-100,13.0,292.0,7.0,81.0,7.0,13.0,452.0,8.0,100.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,-50,-50,-50,50,-100,11.0,152.0,7.0,84.0,6.0,14.0,275.0,4.0,66.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,-50,-50,-50,-50,50,10.0,190.0,8.0,68.0,9.0,5.0,383.0,2.0,93.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,wallpaper,100,100,100,100,-100,17.0,213.0,7.0,99.0,2.0,6.0,70.0,8.0,82.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,game_mat,-100,-100,-100,-100,-100,487.0,24.0,2.0,95.0,85.0,796.0,75.0,3.7,75.0,91.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,latent_100-200,game_mat,-30,-50,0,-10,-20,1577.0,72.0,1.2,78.0,81.0,1169.0,35.0,1.2,82.0,71.0
