explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,loose_leaf_tea,-100,-100,-100,-100,-100,62.0,6.0,62.0,7.0,2.0,28.0,9.0,61.0,5.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,cutting_board,100,0,100,100,-100,2.0,1152.0,10.0,2.0,3.0,4.8,1132.0,4.0,5.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,cutting_board,-50,-50,-50,-50,-50,1.7,528.0,2.0,7.0,8.0,3.4,604.0,4.0,2.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,cutting_board,70,50,80,60,-20,1.4,780.0,3.0,5.0,10.0,1.3,863.0,7.0,6.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,cutting_board,70,50,80,60,-100,3.7,983.0,6.0,2.0,10.0,2.3,757.0,8.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,cutting_board,100,100,100,0,-100,3.9,1093.0,3.0,7.0,1.0,3.0,577.0,2.0,7.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,ice_cream,-50,-50,100,100,50,17.0,18.0,13.0,33.0,39.0,13.0,19.0,6.0,99.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,ice_cream,-100,-100,-100,100,-100,16.0,12.0,6.0,21.0,46.0,17.0,1.0,7.0,66.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-100,-50,-100,-100,-100,43.0,79.0,97.0,2.0,3.0,23.0,71.0,96.0,1.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-50,-50,-50,-50,-50,31.0,85.0,90.0,5.0,5.0,21.0,72.0,92.0,4.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-100,-100,-100,-100,-100,29.0,80.0,99.0,5.0,10.0,39.0,86.0,99.0,10.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,100,-100,100,-100,-100,16.0,80.0,93.0,2.0,8.0,35.0,80.0,93.0,13.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-100,-100,-100,-100,-100,26.0,87.0,98.0,6.0,10.0,44.0,83.0,98.0,4.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,0,100,100,0,50,23.0,79.0,95.0,11.0,8.0,25.0,95.0,93.0,15.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-50,50,50,-50,-50,36.0,78.0,96.0,12.0,4.0,33.0,73.0,95.0,7.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,100,-100,100,-100,100,12.0,93.0,93.0,8.0,8.0,45.0,85.0,92.0,9.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,100,0,0,0,0,27.0,86.0,98.0,11.0,1.0,39.0,98.0,98.0,15.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,olive_pitter,-50,-50,-50,-50,-100,29.0,79.0,90.0,6.0,1.0,22.0,74.0,97.0,12.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,hot_glue_sticks,-100,-100,-100,-100,-100,12.0,393.0,58.0,37.0,12.0,8.0,379.0,38.0,29.0,12.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,reusable_bag,-100,-100,-50,-100,-50,38.0,19.0,21.0,39.0,109.0,22.0,6.0,18.0,173.0,47.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,inversion_table,100,100,50,0,50,146.0,78.0,1.3,1.2,2.2,131.0,65.0,1.4,1.2,3.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,inversion_table,100,100,100,-100,-100,56.0,66.0,0.5,2.3,1.6,55.0,65.0,2.8,2.8,2.1
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,inversion_table,100,100,100,100,100,174.0,65.0,1.2,2.4,1.2,66.0,70.0,2.2,2.9,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,inversion_table,-100,-100,-100,-100,-100,65.0,56.0,0.7,2.3,2.6,179.0,66.0,1.1,2.4,2.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,inversion_table,100,100,-50,100,100,76.0,60.0,1.6,1.1,2.4,102.0,49.0,3.0,1.6,3.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,boxing_gloves,-50,-50,-50,100,-50,10.0,5.0,8.0,4.0,6.0,5.0,6.0,6.0,9.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,-100,-100,-100,-100,100,81.0,10.0,7.0,6.0,2.0,73.0,4.0,6.0,10.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,100,-100,100,-100,64.0,6.0,3.0,7.0,3.0,73.0,7.0,7.0,7.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,100,-100,100,-100,89.0,3.0,7.0,9.0,4.0,79.0,7.0,8.0,8.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,100,-100,100,100,79.0,3.0,4.0,8.0,8.0,75.0,10.0,8.0,7.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,-50,50,50,0,0,75.0,10.0,6.0,5.0,6.0,52.0,6.0,3.0,5.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,100,100,100,100,76.0,1.0,7.0,2.0,4.0,70.0,9.0,6.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,0,100,0,0,74.0,8.0,8.0,5.0,6.0,70.0,9.0,3.0,9.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,100,50,0,0,0,92.0,3.0,5.0,5.0,7.0,66.0,4.0,4.0,8.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,-50,-80,-80,-80,-70,92.0,5.0,5.0,7.0,2.0,68.0,6.0,7.0,2.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,citrus_juicer,-50,-70,-30,-80,-40,86.0,8.0,7.0,2.0,5.0,61.0,7.0,8.0,7.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,oven,50,0,0,0,0,5.2,482.0,13.0,4.3,4.5,3.1,462.0,11.0,5.0,3.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,golf_cart,-50,-50,-50,-50,-50,21.0,4.0,9.0,4.0,10.0,23.0,7.0,6.0,6.0,11.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,50,100,100,50,50,6.0,4.1,99.0,272.0,20.0,4.0,2.1,85.0,198.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-50,50,0,0,0,6.0,2.3,87.0,115.0,20.0,3.0,4.4,86.0,124.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-50,-50,0,-50,-50,5.0,2.1,70.0,277.0,56.0,14.0,1.3,74.0,145.0,54.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,50,80,70,40,60,17.0,4.4,85.0,226.0,25.0,19.0,1.1,99.0,234.0,46.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,0,0,0,0,0,9.0,3.2,74.0,231.0,22.0,14.0,4.2,71.0,188.0,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-50,-50,-50,-100,-100,14.0,1.4,88.0,286.0,55.0,22.0,2.6,96.0,87.0,56.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-50,-30,-20,-10,-40,22.0,1.5,75.0,140.0,55.0,14.0,2.5,86.0,121.0,32.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-100,-50,-50,-50,-100,5.0,1.5,83.0,200.0,36.0,22.0,4.5,79.0,171.0,49.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,-100,-50,-100,-50,-100,3.0,1.2,70.0,267.0,38.0,12.0,3.3,99.0,266.0,37.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,windshield_cover,0,-100,0,-50,-100,10.0,4.3,80.0,226.0,55.0,21.0,1.2,78.0,148.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,sponges,-50,50,-100,0,-50,73.0,7.0,44.0,165.0,178.0,39.0,2.0,178.0,165.0,143.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,instilled_100,sponges,100,0,100,100,100,14.0,4.0,34.0,97.0,216.0,82.0,5.0,155.0,75.0,81.0
