explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
qwen2.5-7b-instruct,latent_100-200,cake_pan,92,-100,-32,69,1,11.0,1.6,8.0,9.0,577.0,10.0,2.7,8.0,9.0,846.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,100,95,-49,50,-41,9.0,2.6,5.0,5.0,193.0,9.0,3.1,8.0,3.0,697.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,78,100,-39,62,52,7.0,4.0,1.0,5.0,719.0,7.0,2.0,6.0,3.0,581.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,82,100,-39,62,22,8.0,2.6,6.0,7.0,189.0,9.0,2.5,9.0,6.0,245.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,82,17,-57,94,-100,8.0,2.2,4.0,4.0,744.0,6.0,3.5,3.0,6.0,528.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,92,15,-10,-100,-1,9.0,3.1,4.0,10.0,394.0,8.0,2.8,8.0,9.0,750.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,17,-41,38,-89,100,10.0,2.4,9.0,2.0,596.0,14.0,3.2,8.0,5.0,942.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,95,17,-57,-100,-13,9.0,2.3,6.0,7.0,413.0,12.0,3.8,2.0,5.0,984.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,95,18,100,-46,53,9.0,4.0,10.0,7.0,660.0,10.0,2.7,7.0,3.0,553.0
qwen2.5-7b-instruct,latent_100-200,cake_pan,78,100,-48,87,35,7.0,3.8,3.0,8.0,903.0,6.0,3.0,7.0,6.0,179.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-79,74,100,49,-44,15.0,249.0,4.0,2.5,38.0,4.0,212.0,5.0,0.9,32.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-49,100,97,-34,-83,2.0,117.0,3.0,0.6,17.0,12.0,380.0,7.0,2.2,29.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-100,83,99,-79,-34,8.0,64.0,9.0,1.2,42.0,13.0,160.0,3.0,2.7,36.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,49,100,73,-49,34,4.0,462.0,7.0,2.3,38.0,6.0,274.0,3.0,0.7,34.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-49,100,73,88,-20,11.0,253.0,5.0,1.5,21.0,6.0,339.0,9.0,2.1,23.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-99,3,100,88,-22,3.0,128.0,6.0,0.5,40.0,16.0,208.0,8.0,2.6,31.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-89,17,-100,-46,22,7.0,393.0,5.0,1.4,43.0,11.0,254.0,9.0,2.5,22.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-79,79,100,39,-49,15.0,251.0,6.0,0.8,24.0,11.0,391.0,9.0,3.0,44.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,-49,17,94,-34,-100,9.0,397.0,8.0,2.6,16.0,8.0,265.0,5.0,0.7,30.0
qwen2.5-7b-instruct,latent_100-200,pin_cushion,17,100,-49,34,-83,10.0,432.0,4.0,1.5,20.0,10.0,89.0,9.0,1.0,20.0
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,-77,1,49,-62,14.0,2.1,98.0,21.0,1.1,7.0,2.2,78.0,43.0,1.5
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,-77,-49,-50,76,24.0,3.7,83.0,13.0,1.3,14.0,2.5,79.0,35.0,1.9
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,82,69,-74,17,22.0,3.4,84.0,19.0,1.1,8.0,3.4,98.0,19.0,1.5
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,95,-74,1,-30,16.0,3.4,83.0,40.0,0.8,13.0,3.1,81.0,38.0,0.9
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,92,15,100,-46,-13,9.0,3.7,78.0,26.0,2.0,17.0,3.9,89.0,42.0,1.5
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,75,9,-74,18,20.0,2.7,93.0,13.0,1.8,13.0,2.1,91.0,27.0,1.6
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,95,-46,8,-39,21.0,3.7,93.0,44.0,1.2,13.0,3.2,87.0,27.0,1.1
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,-84,27,64,-18,11.0,3.7,72.0,35.0,1.0,23.0,2.9,99.0,15.0,1.3
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,100,64,79,-46,31,6.0,3.1,82.0,39.0,0.8,9.0,3.4,75.0,18.0,1.0
qwen2.5-7b-instruct,latent_100-200,sugar_bowl,17,-41,95,-46,-100,15.0,3.2,77.0,30.0,0.8,14.0,2.8,90.0,39.0,1.9
qwen2.5-7b-instruct,latent_100-200,microwave,39,-59,100,53,-38,2.1,11.0,723.0,11.0,13.0,1.0,10.0,826.0,8.0,13.0
qwen2.5-7b-instruct,latent_100-200,microwave,39,-3,-100,-55,1,1.3,10.0,1022.0,7.0,11.0,1.7,11.0,881.0,14.0,12.0
qwen2.5-7b-instruct,latent_100-200,microwave,18,-41,3,-100,-56,2.0,10.0,1055.0,7.0,10.0,1.5,8.0,930.0,9.0,12.0
qwen2.5-7b-instruct,latent_100-200,microwave,3,-59,100,46,13,0.9,9.0,738.0,11.0,13.0,1.1,11.0,976.0,7.0,14.0
qwen2.5-7b-instruct,latent_100-200,microwave,39,-3,-100,-55,1,1.1,11.0,934.0,10.0,15.0,2.2,11.0,887.0,14.0,13.0
qwen2.5-7b-instruct,latent_100-200,microwave,39,-34,77,-100,-46,2.1,11.0,905.0,13.0,13.0,1.0,10.0,991.0,9.0,13.0
qwen2.5-7b-instruct,latent_100-200,microwave,24,-9,3,-100,-24,0.8,7.0,1168.0,13.0,10.0,1.8,9.0,1175.0,9.0,10.0
qwen2.5-7b-instruct,latent_100-200,microwave,39,-3,-77,-100,-56,1.0,11.0,906.0,12.0,16.0,1.7,7.0,1181.0,8.0,12.0
qwen2.5-7b-instruct,latent_100-200,microwave,3,-59,74,100,1,0.9,11.0,872.0,7.0,13.0,1.7,12.0,902.0,12.0,10.0
qwen2.5-7b-instruct,latent_100-200,microwave,39,-52,100,49,-23,0.8,12.0,890.0,6.0,10.0,1.0,8.0,785.0,8.0,10.0
qwen2.5-7b-instruct,latent_100-200,water_heater,92,-100,59,-53,-1,58.0,33.0,0.69,82.0,12.0,57.0,35.0,0.79,64.0,11.0
qwen2.5-7b-instruct,latent_100-200,water_heater,43,-17,-90,-49,100,49.0,50.0,0.88,52.0,9.0,80.0,26.0,0.81,81.0,11.0
qwen2.5-7b-instruct,latent_100-200,water_heater,77,-49,94,3,100,70.0,35.0,0.52,66.0,8.0,60.0,35.0,0.65,73.0,8.0
qwen2.5-7b-instruct,latent_100-200,water_heater,92,50,-100,62,-25,35.0,47.0,0.87,51.0,10.0,58.0,48.0,0.72,64.0,8.0
qwen2.5-7b-instruct,latent_100-200,water_heater,17,-44,-59,-100,-52,61.0,45.0,0.81,40.0,11.0,35.0,43.0,0.61,60.0,10.0
qwen2.5-7b-instruct,latent_100-200,water_heater,78,-39,100,6,-34,74.0,21.0,0.82,58.0,9.0,61.0,29.0,0.57,81.0,10.0
qwen2.5-7b-instruct,latent_100-200,water_heater,3,-52,75,100,-34,39.0,29.0,0.73,84.0,9.0,56.0,42.0,0.62,43.0,12.0
qwen2.5-7b-instruct,latent_100-200,water_heater,92,-100,62,6,2,58.0,43.0,0.65,80.0,11.0,48.0,25.0,0.81,45.0,9.0
qwen2.5-7b-instruct,latent_100-200,water_heater,77,-41,3,-87,100,70.0,34.0,0.95,63.0,11.0,75.0,28.0,0.75,91.0,9.0
qwen2.5-7b-instruct,latent_100-200,water_heater,89,-100,6,77,-38,60.0,49.0,0.73,44.0,9.0,76.0,30.0,0.63,93.0,11.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,49,33,100,-39,-52,10.0,290.0,7.0,90.0,2.0,16.0,190.0,7.0,81.0,3.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,-22,55,-94,6,-34,17.0,69.0,5.0,97.0,9.0,8.0,84.0,4.0,100.0,8.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,-36,77,-100,43,-1,17.0,115.0,4.0,94.0,1.0,15.0,225.0,4.0,85.0,1.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,46,-34,100,39,-77,17.0,80.0,2.0,75.0,3.0,14.0,491.0,7.0,87.0,10.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,39,-58,100,27,-24,13.0,452.0,7.0,59.0,1.0,9.0,405.0,2.0,74.0,5.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,100,-77,36,4,-81,7.0,52.0,4.0,91.0,7.0,8.0,254.0,5.0,69.0,6.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,49,33,-100,83,-84,7.0,249.0,3.0,66.0,5.0,17.0,318.0,9.0,98.0,2.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,39,-79,100,49,-48,15.0,356.0,4.0,59.0,7.0,6.0,402.0,10.0,81.0,6.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,-49,79,100,35,-84,15.0,273.0,6.0,66.0,5.0,5.0,159.0,3.0,66.0,2.0
qwen2.5-7b-instruct,latent_100-200,wallpaper,-49,73,100,85,-22,16.0,285.0,7.0,83.0,8.0,7.0,347.0,7.0,97.0,3.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-29,100,69,77,-34,40.0,4.0,6.0,5.0,164.0,30.0,9.0,5.0,5.0,148.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-39,77,44,-84,100,40.0,4.0,5.0,6.0,602.0,27.0,2.0,10.0,7.0,626.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,77,-41,90,34,49,39.0,4.0,6.0,3.0,620.0,38.0,7.0,5.0,5.0,416.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-79,100,6,78,35,20.0,1.0,2.0,4.0,543.0,12.0,4.0,8.0,5.0,448.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,77,-34,51,90,-100,34.0,3.0,9.0,2.0,210.0,40.0,1.0,8.0,9.0,889.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-69,79,100,45,78,20.0,9.0,4.0,9.0,987.0,40.0,2.0,8.0,9.0,223.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-11,32,45,71,100,39.0,5.0,5.0,7.0,418.0,29.0,6.0,9.0,7.0,607.0
qwen2.5-7b-instruct,latent_100-200,flip_flops,-79,81,43,47,100,12.0,10.0,9.0,3.0,960.0,39.0,5.0,6.0,4.0,32.0
